STEMMING,tokenized_sents,polarity_score,polarity
bu misae emosi anak cabul dua2nya anjing korban kdrt,"['bu', 'misae', 'emosi', 'anak', 'cabul', 'dua2nya', 'anjing', 'korban', 'kdrt']",-14,-1
orang orang bicara cerai kasihan anak tidak ya bersit betapa kasi kalau si anak liat orang tua teriak ria diam dieman sekali paksa bicara banting barang n ini mean,"['orang', 'orang', 'bicara', 'cerai', 'kasihan', 'anak', 'tidak', 'ya', 'bersit', 'betapa', 'kasi', 'kalau', 'si', 'anak', 'liat', 'orang', 'tua', 'teriak', 'ria', 'diam', 'dieman', 'sekali', 'paksa', 'bicara', 'banting', 'barang', 'n', 'ini', 'mean']",-21,-1
tidak testi langsung anak ngalamin 30 hidup bawah nikah orang tua liat baik2 saja ps yes no affairs no kdrt,"['tidak', 'testi', 'langsung', 'anak', 'ngalamin', '30', 'hidup', 'bawah', 'nikah', 'orang', 'tua', 'liat', 'baik2', 'saja', 'ps', 'yes', 'no', 'affairs', 'no', 'kdrt']",-8,-1
angewwie flore ta ndrewstjan tapi sudah nyangkut iman murtad kdrt batil rumah tangga memang cerai sih ustad,"['angewwie', 'flore', 'ta', 'ndrewstjan', 'tapi', 'sudah', 'nyangkut', 'iman', 'murtad', 'kdrt', 'batil', 'rumah', 'tangga', 'memang', 'cerai', 'sih', 'ustad']",-13,-1
vannillaas anotherslice r tanyakanrl tapi turut inara too much information jatohnya memang nyebar aib sih kalau cuma selingkuh saja sih tidak apa,"['vannillaas', 'anotherslice', 'r', 'tanyakanrl', 'tapi', 'turut', 'inara', 'too', 'much', 'information', 'jatohnya', 'memang', 'nyebar', 'aib', 'sih', 'kalau', 'cuma', 'selingkuh', 'saja', 'sih', 'tidak', 'apa']",-26,-1
,[],0,1
ya serah sudah gilir kdrt nanti diam saja,"['ya', 'serah', 'sudah', 'gilir', 'kdrt', 'nanti', 'diam', 'saja']",-7,-1
yang selingkuh kdrt nkarna saya anak yang ortunya selingkuh kdrt saya kasihan adik saya yang lihat dalam kandung bapak selingkuh saya sih mending orangtua cerai,"['yang', 'selingkuh', 'kdrt', 'nkarna', 'saya', 'anak', 'yang', 'ortunya', 'selingkuh', 'kdrt', 'saya', 'kasihan', 'adik', 'saya', 'yang', 'lihat', 'dalam', 'kandung', 'bapak', 'selingkuh', 'saya', 'sih', 'mending', 'orangtua', 'cerai']",-40,-1
kalau dari takut nikah cepet2 dari kemarin dengar dari kdrt selingkuh sampai bunuh yang ngelakuin suami keluarga,"['kalau', 'dari', 'takut', 'nikah', 'cepet2', 'dari', 'kemarin', 'dengar', 'dari', 'kdrt', 'selingkuh', 'sampai', 'bunuh', 'yang', 'ngelakuin', 'suami', 'keluarga']",-28,-1
https t co blbqzudq9h,"['https', 't', 'co', 'blbqzudq9h']",0,1
generasi sekarang nunda nikah rumah tanah dan lain mahal nkenapa mahal generasi boomer yang anak pinak suka borong aset terus jual mahal generasi sekarang nlalu ya muncul sandwich generation,"['generasi', 'sekarang', 'nunda', 'nikah', 'rumah', 'tanah', 'dan', 'lain', 'mahal', 'nkenapa', 'mahal', 'generasi', 'boomer', 'yang', 'anak', 'pinak', 'suka', 'borong', 'aset', 'terus', 'jual', 'mahal', 'generasi', 'sekarang', 'nlalu', 'ya', 'muncul', 'sandwich', 'generation']",-17,-1
ndrewstjan sabar bapak nikah langgeng wajar tengkar beda paham kecuali selingkuh kdrt hubung nikah yang penting yang turun ego ngalah,"['ndrewstjan', 'sabar', 'bapak', 'nikah', 'langgeng', 'wajar', 'tengkar', 'beda', 'paham', 'kecuali', 'selingkuh', 'kdrt', 'hubung', 'nikah', 'yang', 'penting', 'yang', 'turun', 'ego', 'ngalah']",-25,-1
seungminbogor saya gmpar mau,"['seungminbogor', 'saya', 'gmpar', 'mau']",1,1
sepongbep rafielfansyah ppffft banyak yang puji ijung2nya berita selingkuh cerai kdrt dan lain nemng benar mesra rumah tangga itu jan ekspos kalau islam nama ain,"['sepongbep', 'rafielfansyah', 'ppffft', 'banyak', 'yang', 'puji', 'ijung2nya', 'berita', 'selingkuh', 'cerai', 'kdrt', 'dan', 'lain', 'nemng', 'benar', 'mesra', 'rumah', 'tangga', 'itu', 'jan', 'ekspos', 'kalau', 'islam', 'nama', 'ain']",-24,-1
meila lef y sudah mandi gih nanti kena kdrt,"['meila', 'lef', 'y', 'sudah', 'mandi', 'gih', 'nanti', 'kena', 'kdrt']",-4,-1
ohshuny yeoliismine byunbear noviaerina19 nicha pcyeol aylwmj49 kdrt woi,"['ohshuny', 'yeoliismine', 'byunbear', 'noviaerina19', 'nicha', 'pcyeol', 'aylwmj49', 'kdrt', 'woi']",0,1
adri 7i seram ah pakai kdrt,"['adri', '7i', 'seram', 'ah', 'pakai', 'kdrt']",-4,-1
saya seperti bilang mama saya kalau muter jangan nikah sama papa ya cari yang saja mama saya tolak bilang tidak dapat saya padahal tidak apa tidak ada saya kali saja anak daripada saya kalau anak hidup keluarga cukup kdrt,"['saya', 'seperti', 'bilang', 'mama', 'saya', 'kalau', 'muter', 'jangan', 'nikah', 'sama', 'papa', 'ya', 'cari', 'yang', 'saja', 'mama', 'saya', 'tolak', 'bilang', 'tidak', 'dapat', 'saya', 'padahal', 'tidak', 'apa', 'tidak', 'ada', 'saya', 'kali', 'saja', 'anak', 'daripada', 'saya', 'kalau', 'anak', 'hidup', 'keluarga', 'cukup', 'kdrt']",-55,-1
ndrewstjan tuju sih affair kdrt komunikasi alias tidak mesti cerai,"['ndrewstjan', 'tuju', 'sih', 'affair', 'kdrt', 'komunikasi', 'alias', 'tidak', 'mesti', 'cerai']",-15,-1
tuju ndre tidak fundamental yang langgar kdrt selingkuh dan lain saya diobrolin serta konseling wasilah,"['tuju', 'ndre', 'tidak', 'fundamental', 'yang', 'langgar', 'kdrt', 'selingkuh', 'dan', 'lain', 'saya', 'diobrolin', 'serta', 'konseling', 'wasilah']",-25,-1
suami istri cerai cba pikirin anak2nya cuma karena ego digedein anak2 yang bingung ibu pisah tidak tahu enak kali ya lihat bgtuan,"['suami', 'istri', 'cerai', 'cba', 'pikirin', 'anak2nya', 'cuma', 'karena', 'ego', 'digedein', 'anak2', 'yang', 'bingung', 'ibu', 'pisah', 'tidak', 'tahu', 'enak', 'kali', 'ya', 'lihat', 'bgtuan']",-22,-1
jogmfs haha bapa sudah tau selingkuh kali kali mama kdrt seingetku tidak tahu mamah tahan sampai yaa alhamdulillah tidak,"['jogmfs', 'haha', 'bapa', 'sudah', 'tau', 'selingkuh', 'kali', 'kali', 'mama', 'kdrt', 'seingetku', 'tidak', 'tahu', 'mamah', 'tahan', 'sampai', 'yaa', 'alhamdulillah', 'tidak']",-9,-1
wlfdeersh tanyakanrl manusia salah lupa tanggung ngelakuin salah kalau orang pikir kaya gin orang males speak up selingkuh kdrt dan bagai aib virgoun sudah tahan tapi virgoun yang tidak kapok tidak tahu nama,"['wlfdeersh', 'tanyakanrl', 'manusia', 'salah', 'lupa', 'tanggung', 'ngelakuin', 'salah', 'kalau', 'orang', 'pikir', 'kaya', 'gin', 'orang', 'males', 'speak', 'up', 'selingkuh', 'kdrt', 'dan', 'bagai', 'aib', 'virgoun', 'sudah', 'tahan', 'tapi', 'virgoun', 'yang', 'tidak', 'kapok', 'tidak', 'tahu', 'nama']",-42,-1
angka nikah pati sinyalir kdrt n nselengkapnya klik taut n pati pernikahandini kdrt infomuria n nhttps t co 3ii70yif6k,"['angka', 'nikah', 'pati', 'sinyalir', 'kdrt', 'n', 'nselengkapnya', 'klik', 'taut', 'n', 'pati', 'pernikahandini', 'kdrt', 'infomuria', 'n', 'nhttps', 't', 'co', '3ii70yif6k']",-7,-1
kanigaraharsa tanyarlfes prenup pasang kdrt selingkuh n nkalau kdrt saya tengkar nkalau selingkuh sorry i deserve better,"['kanigaraharsa', 'tanyarlfes', 'prenup', 'pasang', 'kdrt', 'selingkuh', 'n', 'nkalau', 'kdrt', 'saya', 'tengkar', 'nkalau', 'selingkuh', 'sorry', 'i', 'deserve', 'better']",-16,-1
angewwie astikamindya ayah saya kdrt nyokap nyokap selingkuh teman kantor saya sudah paham saya 4 pas saya umur 6 ayah tinggal that s the blessing in disguise that had happened in my life saya tidak paham hidup saya gimana kalau nikah,"['angewwie', 'astikamindya', 'ayah', 'saya', 'kdrt', 'nyokap', 'nyokap', 'selingkuh', 'teman', 'kantor', 'saya', 'sudah', 'paham', 'saya', '4', 'pas', 'saya', 'umur', '6', 'ayah', 'tinggal', 'that', 's', 'the', 'blessing', 'in', 'disguise', 'that', 'had', 'happened', 'in', 'my', 'life', 'saya', 'tidak', 'paham', 'hidup', 'saya', 'gimana', 'kalau', 'nikah']",-30,-1
bungalotus25 meila lef mba nai saksi ya takut kdrt,"['bungalotus25', 'meila', 'lef', 'mba', 'nai', 'saksi', 'ya', 'takut', 'kdrt']",-2,-1
hrtance kdrt sangat njirr,"['hrtance', 'kdrt', 'sangat', 'njirr']",-2,-1
cucu kdrt hng tyda lyke,"['cucu', 'kdrt', 'hng', 'tyda', 'lyke']",0,1
mainanmulu kdrt,"['mainanmulu', 'kdrt']",0,1
kdrt nama bentuk kasih sayang physical touch screen hancur,"['kdrt', 'nama', 'bentuk', 'kasih', 'sayang', 'physical', 'touch', 'screen', 'hancur']",5,1
selingkuh kdrt it s mental abuse,"['selingkuh', 'kdrt', 'it', 's', 'mental', 'abuse']",-5,-1
gfepard kasihan sangat kdrt kamu tahan,"['gfepard', 'kasihan', 'sangat', 'kdrt', 'kamu', 'tahan']",-2,-1
https t co wac8divyts,"['https', 't', 'co', 'wac8divyts']",0,1
ndrewstjan angewwie so you agree kdrt affair cerai salah solusi,"['ndrewstjan', 'angewwie', 'so', 'you', 'agree', 'kdrt', 'affair', 'cerai', 'salah', 'solusi']",-5,-1
nneiva 21flawss tanyakanrl iya kdrt kabur ngapain keras tingkat bunuh n nnyawa tetap utama n nsetelah proses maksud proses cerai ya,"['nneiva', '21flawss', 'tanyakanrl', 'iya', 'kdrt', 'kabur', 'ngapain', 'keras', 'tingkat', 'bunuh', 'n', 'nnyawa', 'tetap', 'utama', 'n', 'nsetelah', 'proses', 'maksud', 'proses', 'cerai', 'ya']",-3,-1
stop kdrt levmbur https t co mxmxquw2w0,"['stop', 'kdrt', 'levmbur', 'https', 't', 'co', 'mxmxquw2w0']",0,1
ray kairi a wisesa k xxtravert komentar desta statement selingkuh pribadi beda kdrt selingkuh keras n nsemoga bantu,"['ray', 'kairi', 'a', 'wisesa', 'k', 'xxtravert', 'komentar', 'desta', 'statement', 'selingkuh', 'pribadi', 'beda', 'kdrt', 'selingkuh', 'keras', 'n', 'nsemoga', 'bantu']",-13,-1
flore ta ndrewstjan iya masalah,"['flore', 'ta', 'ndrewstjan', 'iya', 'masalah']",-7,-1
angewwie pas sd harap saya cere terus nikah dapat suami yang wkwk seram liat emak dipukulin pas tengkar papah sudah tidak tapi kesal kdrt selingkuh nafkah derita,"['angewwie', 'pas', 'sd', 'harap', 'saya', 'cere', 'terus', 'nikah', 'dapat', 'suami', 'yang', 'wkwk', 'seram', 'liat', 'emak', 'dipukulin', 'pas', 'tengkar', 'papah', 'sudah', 'tidak', 'tapi', 'kesal', 'kdrt', 'selingkuh', 'nafkah', 'derita']",-22,-1
anyaselalubenar yang berita media pasang yang negatif cerai selingkuh kdrt padahal pasang yang positif setia harmonis bahagia lebih tapi jarang berita,"['anyaselalubenar', 'yang', 'berita', 'media', 'pasang', 'yang', 'negatif', 'cerai', 'selingkuh', 'kdrt', 'padahal', 'pasang', 'yang', 'positif', 'setia', 'harmonis', 'bahagia', 'lebih', 'tapi', 'jarang', 'berita']",-18,-1
angewwie flore ta tidak nama suami istri yang tidak masalah masalah cuma beda baik tidak saja kuar kdrt affair yah,"['angewwie', 'flore', 'ta', 'tidak', 'nama', 'suami', 'istri', 'yang', 'tidak', 'masalah', 'masalah', 'cuma', 'beda', 'baik', 'tidak', 'saja', 'kuar', 'kdrt', 'affair', 'yah']",-37,-1
mohon henti tuntut dasar restorative justice aju perkara curi atur pasal 362 kuhp perkara keras rumah tangga kdrt keras anak atur,"['mohon', 'henti', 'tuntut', 'dasar', 'restorative', 'justice', 'aju', 'perkara', 'curi', 'atur', 'pasal', '362', 'kuhp', 'perkara', 'keras', 'rumah', 'tangga', 'kdrt', 'keras', 'anak', 'atur']",-27,-1
target filmya orang tua biar paham sudut pandang anak2 yang ortunya cerai yang tidak enak mana beban tentu ayah ibu n n bahas kecuali kdrt istri anak https t co m27qa6ptuo,"['target', 'filmya', 'orang', 'tua', 'biar', 'paham', 'sudut', 'pandang', 'anak2', 'yang', 'ortunya', 'cerai', 'yang', 'tidak', 'enak', 'mana', 'beban', 'tentu', 'ayah', 'ibu', 'n', 'n', 'bahas', 'kecuali', 'kdrt', 'istri', 'anak', 'https', 't', 'co', 'm27qa6ptuo']",-27,-1
leetitis masmasayamkfc tanyarlfes ngeri kdrt loh tidak cari pakai hijab dilonggarin pakai pakai tutup longgar tidak pakai hijab pakai hijab acara sudah cerai ya sudah tidak kompromi sedih,"['leetitis', 'masmasayamkfc', 'tanyarlfes', 'ngeri', 'kdrt', 'loh', 'tidak', 'cari', 'pakai', 'hijab', 'dilonggarin', 'pakai', 'pakai', 'tutup', 'longgar', 'tidak', 'pakai', 'hijab', 'pakai', 'hijab', 'acara', 'sudah', 'cerai', 'ya', 'sudah', 'tidak', 'kompromi', 'sedih']",-28,-1
https t co fo4bidxetw,"['https', 't', 'co', 'fo4bidxetw']",0,1
kdrt,['kdrt'],0,1
affair kdrt divorce tidak ndalam affair pasang sempat ubah tidak pisah n nsedangkan kdrt divorce bisa selamat korban kdrt anak2,"['affair', 'kdrt', 'divorce', 'tidak', 'ndalam', 'affair', 'pasang', 'sempat', 'ubah', 'tidak', 'pisah', 'n', 'nsedangkan', 'kdrt', 'divorce', 'bisa', 'selamat', 'korban', 'kdrt', 'anak2']",-8,-1
gesangnurh kalau kiblat kek orang tua paham kerja biiznillah dewasa terus asumsi pahit getir hidup orang ekonomi kerjasama kdrt cerai lebih baik hilang muka bumi,"['gesangnurh', 'kalau', 'kiblat', 'kek', 'orang', 'tua', 'paham', 'kerja', 'biiznillah', 'dewasa', 'terus', 'asumsi', 'pahit', 'getir', 'hidup', 'orang', 'ekonomi', 'kerjasama', 'kdrt', 'cerai', 'lebih', 'baik', 'hilang', 'muka', 'bumi']",-14,-1
mostly orang pilih cerai affair kdrt n nnyokap sudah kali kali maaf ayah tidak brubah2 pilih pisah n nbeberapa nyokap ketemu ganti ayah ngertiin tanggung can you i,"['mostly', 'orang', 'pilih', 'cerai', 'affair', 'kdrt', 'n', 'nnyokap', 'sudah', 'kali', 'kali', 'maaf', 'ayah', 'tidak', 'brubah2', 'pilih', 'pisah', 'n', 'nbeberapa', 'nyokap', 'ketemu', 'ganti', 'ayah', 'ngertiin', 'tanggung', 'can', 'you', 'i']",-20,-1
hoobaei tanyarlfes takut kdrt selingkuh,"['hoobaei', 'tanyarlfes', 'takut', 'kdrt', 'selingkuh']",-8,-1
mikir aneh ngumbar jelek pasang sosmed n nkecuali kdrt sudah tolong orang,"['mikir', 'aneh', 'ngumbar', 'jelek', 'pasang', 'sosmed', 'n', 'nkecuali', 'kdrt', 'sudah', 'tolong', 'orang']",-3,-1
ndrewstjan c0ffeeblossoms hepi saja bisa ketemu orang tua hubung harmonis sama orang tua tiri serah sih paksa normalisasi affair dn kdrt lki tukang judi dkk karena endingnya juga bknnya nglindungin anak yang environment tidak sehat diksh contoh begitu,"['ndrewstjan', 'c0ffeeblossoms', 'hepi', 'saja', 'bisa', 'ketemu', 'orang', 'tua', 'hubung', 'harmonis', 'sama', 'orang', 'tua', 'tiri', 'serah', 'sih', 'paksa', 'normalisasi', 'affair', 'dn', 'kdrt', 'lki', 'tukang', 'judi', 'dkk', 'karena', 'endingnya', 'juga', 'bknnya', 'nglindungin', 'anak', 'yang', 'environment', 'tidak', 'sehat', 'diksh', 'contoh', 'begitu']",-26,-1
orang dewasa jaman sekarang kaya gin saja gangerti suka heran n nkecuali ya kecuali kdrt yang harus pisah,"['orang', 'dewasa', 'jaman', 'sekarang', 'kaya', 'gin', 'saja', 'gangerti', 'suka', 'heran', 'n', 'nkecuali', 'ya', 'kecuali', 'kdrt', 'yang', 'harus', 'pisah']",-16,-1
adalagi nih opini sampah ncowok yang selingkuh cewek yang disalahin nsemua akibat tidak tahu blkgnya bagaimana n njadi kalau kdrt abuse bullying perkosa jgn2 kamu nyalahin korban juga wkwkkwwk,"['adalagi', 'nih', 'opini', 'sampah', 'ncowok', 'yang', 'selingkuh', 'cewek', 'yang', 'disalahin', 'nsemua', 'akibat', 'tidak', 'tahu', 'blkgnya', 'bagaimana', 'n', 'njadi', 'kalau', 'kdrt', 'abuse', 'bullying', 'perkosa', 'jgn2', 'kamu', 'nyalahin', 'korban', 'juga', 'wkwkkwwk']",-38,-1
reflecthoughtss kadang suka heran orang pikir tidak kdrt selingkuh saja parameter perempuan nurunin standard sekali jelas2 timbang utama amal agama insya allah aspek yang lain2,"['reflecthoughtss', 'kadang', 'suka', 'heran', 'orang', 'pikir', 'tidak', 'kdrt', 'selingkuh', 'saja', 'parameter', 'perempuan', 'nurunin', 'standard', 'sekali', 'jelas2', 'timbang', 'utama', 'amal', 'agama', 'insya', 'allah', 'aspek', 'yang', 'lain2']",-11,-1
semestananta setujuuu bhkan kdrt saja kadang tahan,"['semestananta', 'setujuuu', 'bhkan', 'kdrt', 'saja', 'kadang', 'tahan']",-1,-1
yang selingkuh yang cerai yang kdrt negatif side relationship banyak sih gacuma kalang seleb mending fokus masing2 saja yuk take a lesson jangan sampai menuh2in adil agama jangan sampai kasih trauma orang sayang,"['yang', 'selingkuh', 'yang', 'cerai', 'yang', 'kdrt', 'negatif', 'side', 'relationship', 'banyak', 'sih', 'gacuma', 'kalang', 'seleb', 'mending', 'fokus', 'masing2', 'saja', 'yuk', 'take', 'a', 'lesson', 'jangan', 'sampai', 'menuh2in', 'adil', 'agama', 'jangan', 'sampai', 'kasih', 'trauma', 'orang', 'sayang']",-35,-1
https t co 6wdvwsndoz,"['https', 't', 'co', '6wdvwsndoz']",0,1
scftxjakeu tanyakanrl 1 reallife beda versi sedikit cweknya hamdul waktu sekolah sma kelas 3 laki2nya juga sekolah nikah siri sicewe diam rumah laki laki main terus pulang malam tidak kerja kdrt juga putusin cerai,"['scftxjakeu', 'tanyakanrl', '1', 'reallife', 'beda', 'versi', 'sedikit', 'cweknya', 'hamdul', 'waktu', 'sekolah', 'sma', 'kelas', '3', 'laki2nya', 'juga', 'sekolah', 'nikah', 'siri', 'sicewe', 'diam', 'rumah', 'laki', 'laki', 'main', 'terus', 'pulang', 'malam', 'tidak', 'kerja', 'kdrt', 'juga', 'putusin', 'cerai']",-13,-1
kegblgnunfaedh kdrt duit ribut,"['kegblgnunfaedh', 'kdrt', 'duit', 'ribut']",0,1
tanyakanrl beda sama suami temenku biasa pas jomlo mabuk anak mabuk kdrt main perempuan kumpul sama orang yang suka mabuk memang tidak niat ubah sih,"['tanyakanrl', 'beda', 'sama', 'suami', 'temenku', 'biasa', 'pas', 'jomlo', 'mabuk', 'anak', 'mabuk', 'kdrt', 'main', 'perempuan', 'kumpul', 'sama', 'orang', 'yang', 'suka', 'mabuk', 'memang', 'tidak', 'niat', 'ubah', 'sih']",-1,-1
arunajrid tanyakanrl saya mikir gin sih pas ngeliat pakai mata kepala jadi orangtua nope selingkuh sakit dilanjutin kdrt,"['arunajrid', 'tanyakanrl', 'saya', 'mikir', 'gin', 'sih', 'pas', 'ngeliat', 'pakai', 'mata', 'kepala', 'jadi', 'orangtua', 'nope', 'selingkuh', 'sakit', 'dilanjutin', 'kdrt']",-14,-1
lim ji yeon korban kdrt drama baru https t co zxof1wmwxr,"['lim', 'ji', 'yeon', 'korban', 'kdrt', 'drama', 'baru', 'https', 't', 'co', 'zxof1wmwxr']",-8,-1
suami istri cerai cba pikirin anak2nya cuma karena ego digedein anak2 yang bingung ibu pisah tidak tahu enak kali ya lihat bgtuan,"['suami', 'istri', 'cerai', 'cba', 'pikirin', 'anak2nya', 'cuma', 'karena', 'ego', 'digedein', 'anak2', 'yang', 'bingung', 'ibu', 'pisah', 'tidak', 'tahu', 'enak', 'kali', 'ya', 'lihat', 'bgtuan']",-22,-1
mgy96exp emosi cerita sudah kaya korban kdrt,"['mgy96exp', 'emosi', 'cerita', 'sudah', 'kaya', 'korban', 'kdrt']",-6,-1
https t co ztgagq7goe n n nasaruddin umar sulawesi utara contoh toleransi,"['https', 't', 'co', 'ztgagq7goe', 'n', 'n', 'nasaruddin', 'umar', 'sulawesi', 'utara', 'contoh', 'toleransi']",0,1
,[],0,1
kdrt rumah tangga desta natasha rizki acara https t co 1rn1uilosc,"['kdrt', 'rumah', 'tangga', 'desta', 'natasha', 'rizki', 'acara', 'https', 't', 'co', '1rn1uilosc']",4,1
tanyakanrl orang hakim bidadari surga balik layar rumah tangga n nselingkuh selingkuh akibat n nhubungan kerja kalau akibat pritilan tidak beres gagal resin,"['tanyakanrl', 'orang', 'hakim', 'bidadari', 'surga', 'balik', 'layar', 'rumah', 'tangga', 'n', 'nselingkuh', 'selingkuh', 'akibat', 'n', 'nhubungan', 'kerja', 'kalau', 'akibat', 'pritilan', 'tidak', 'beres', 'gagal', 'resin']",-22,-1
pasang surut rumah tangga walopun keluh ngedumel tidak tuh pisah kakek saya senaksir sayang nenek saya tidak kdrt tidak lintas orang tiga pikir kakek saya,"['pasang', 'surut', 'rumah', 'tangga', 'walopun', 'keluh', 'ngedumel', 'tidak', 'tuh', 'pisah', 'kakek', 'saya', 'senaksir', 'sayang', 'nenek', 'saya', 'tidak', 'kdrt', 'tidak', 'lintas', 'orang', 'tiga', 'pikir', 'kakek', 'saya']",-22,-1
inipicem inj kaya sinetron korban kdrt,"['inipicem', 'inj', 'kaya', 'sinetron', 'korban', 'kdrt']",-4,-1
secdutive kdrt kamu,"['secdutive', 'kdrt', 'kamu']",0,1
perkoro bebek tidak munggah truck dikiro kdrt https t co jyf67v51aj,"['perkoro', 'bebek', 'tidak', 'munggah', 'truck', 'dikiro', 'kdrt', 'https', 't', 'co', 'jyf67v51aj']",-5,-1
bagasprasetyo 2 tanyakanrl nilai kesiap dasar mental emosional mas nga yang tahu mas emosional depan turut saya bnyaknya cerai selingkuh kdrt bukti tidak semua harap sesuai nyata,"['bagasprasetyo', '2', 'tanyakanrl', 'nilai', 'kesiap', 'dasar', 'mental', 'emosional', 'mas', 'nga', 'yang', 'tahu', 'mas', 'emosional', 'depan', 'turut', 'saya', 'bnyaknya', 'cerai', 'selingkuh', 'kdrt', 'bukti', 'tidak', 'semua', 'harap', 'sesuai', 'nyata']",-21,-1
mainanmulu yang panutan orangtua cerai grgr ayah kdrt seperti tidak patut panutan nada sih mertua rumah tangga sudah 23 seperti layak panutan diri yang nikah 3 bulan,"['mainanmulu', 'yang', 'panutan', 'orangtua', 'cerai', 'grgr', 'ayah', 'kdrt', 'seperti', 'tidak', 'patut', 'panutan', 'nada', 'sih', 'mertua', 'rumah', 'tangga', 'sudah', '23', 'seperti', 'layak', 'panutan', 'diri', 'yang', 'nikah', '3', 'bulan']",-26,-1
pikir tidak meni takut meni alas,"['pikir', 'tidak', 'meni', 'takut', 'meni', 'alas']",-5,-1
svtunning mainanmulu tahu ny public figure orang tua gimana konteks nya yang jelas2 liat orangtua ny kdrt begitu bicara yang general saja yang sama2 kulit baik2 saja,"['svtunning', 'mainanmulu', 'tahu', 'ny', 'public', 'figure', 'orang', 'tua', 'gimana', 'konteks', 'nya', 'yang', 'jelas2', 'liat', 'orangtua', 'ny', 'kdrt', 'begitu', 'bicara', 'yang', 'general', 'saja', 'yang', 'sama2', 'kulit', 'baik2', 'saja']",-24,-1
mikir tidak mau nikah gara gara selingkuh kdrt cerai dan lain takut bro kek mikir mending rich aunty enjoying herself and living her best life saja,"['mikir', 'tidak', 'mau', 'nikah', 'gara', 'gara', 'selingkuh', 'kdrt', 'cerai', 'dan', 'lain', 'takut', 'bro', 'kek', 'mikir', 'mending', 'rich', 'aunty', 'enjoying', 'herself', 'and', 'living', 'her', 'best', 'life', 'saja']",-34,-1
berita selingkuh cerai kdrt,"['berita', 'selingkuh', 'cerai', 'kdrt']",-13,-1
heryidris5 islah bahrawi stress n npartai pan yang diri ambil alih besan nya nanaknya menantu yang ambil alih pan tidak ntp sial anak sebut cerai sang istri dengan tuduh mabuk kdrt bilang odgj,"['heryidris5', 'islah', 'bahrawi', 'stress', 'n', 'npartai', 'pan', 'yang', 'diri', 'ambil', 'alih', 'besan', 'nya', 'nanaknya', 'menantu', 'yang', 'ambil', 'alih', 'pan', 'tidak', 'ntp', 'sial', 'anak', 'sebut', 'cerai', 'sang', 'istri', 'dengan', 'tuduh', 'mabuk', 'kdrt', 'bilang', 'odgj']",-40,-1
